0.001,0.056531198
0.002,0.112957621
0.003,0.169174729
0.004,0.225078442
0.005,0.280565378
0.006,0.335533077
0.007,0.389880231
0.008,0.443506905
0.009,0.496314764
0.01,0.548207285
0.011,0.599089976
0.012,0.648870582
0.013,0.69745929
0.014,0.74476893
0.015,0.790715164
0.016,0.83521668
0.017,0.878195363
0.018,0.919576475
0.019,0.959288819
0.02,0.997264894
0.021,1.033441048
0.022,1.067757617
0.023,1.100159056
0.024,1.130594065
0.025,1.159015701
0.026,1.18538148
0.027,1.209653475
0.028,1.231798394
0.029,1.251787662
0.03,1.269597474
0.031,1.285208855
0.032,1.2986077
0.033,1.309784802
0.034,1.318735876
0.035,1.325461566
0.036,1.329967442
0.037,1.332263992
0.038,1.332366591
0.039,1.330295475
0.04,1.326075688
0.041,1.319737031
0.042,1.311313993
0.043,1.300845675
0.044,1.288375704
0.045,1.273952132
0.046,1.257627334
0.047,1.239457886
0.048,1.219504444
0.049,1.197831606
0.05,1.174507769
0.051,1.149604975
0.052,1.123198756
0.053,1.095367958
0.054,1.066194574
0.055,1.035763554
0.056,1.004162621
0.057,0.971482076
0.058,0.937814594
0.059,0.903255017
0.06,0.867900151
0.061,0.831848541
0.062,0.795200257
0.063,0.758056671
0.064,0.720520232
0.065,0.682694236
0.066,0.644682597
0.067,0.60658962
0.068,0.568519761
0.069,0.530577404
0.07,0.492866621
0.071,0.455490945
0.072,0.418553139
0.073,0.382154968
0.074,0.346396971
0.075,0.311378238
0.076,0.277196191
0.077,0.243946366
0.078,0.211722202
0.079,0.180614831
0.08,0.150712878
0.081,0.122102261
0.082,0.094866003
0.083,0.069084044
0.084,0.044833068
0.085,0.022186326
0.086,0.001213479
0.087,-0.01801956
0.088,-0.035450773
0.089,-0.051022172
0.09,-0.064679932
0.091,-0.076374508
0.092,-0.086060747
0.093,-0.093697986
0.094,-0.099250147
0.095,-0.102685811
0.096,-0.103978295
0.097,-0.103105706
0.098,-0.100050995
0.099,-0.094801988
0.1,-0.087351421
0.101,-0.077696952
0.102,-0.065841166
0.103,-0.051791574
0.104,-0.035560589
0.105,-0.017165508
0.106,0.003371535
0.107,0.02602361
0.108,0.050759058
0.109,0.077541554
0.11,0.106330195
0.111,0.137079582
0.112,0.169739927
0.113,0.204257161
0.114,0.240573056
0.115,0.278625348
0.116,0.318347882
0.117,0.359670755
0.118,0.402520472
0.119,0.446820108
0.12,0.492489481
0.121,0.539445324
0.122,0.587601479
0.123,0.636869078
0.124,0.687156749
0.125,0.738370811
0.126,0.790415488
0.127,0.843193116
0.128,0.896604366
0.129,0.950548457
0.13,1.004923385
0.131,1.059626148
0.132,1.114552974
0.133,1.169599549
0.134,1.224661255
0.135,1.279633393
0.136,1.334411424
0.137,1.388891194
0.138,1.442969169
0.139,1.496542665
0.14,1.549510073
0.141,1.601771086
0.142,1.653226923
0.143,1.703780544
0.144,1.753336871
0.145,1.801802994
0.146,1.84908838
0.147,1.89510507
0.148,1.939767882
0.149,1.98299459
0.15,2.024706114
0.151,2.064826694
0.152,2.103284053
0.153,2.140009565
0.154,2.174938401
0.155,2.208009676
0.156,2.239166584
0.157,2.268356522
0.158,2.295531209
0.159,2.320646791
0.16,2.343663941
0.161,2.364547941
0.162,2.383268767
0.163,2.399801146
0.164,2.414124622
0.165,2.426223592
0.166,2.436087348
0.167,2.443710094
0.168,2.449090966
0.169,2.452234027
0.17,2.453148262
0.171,2.451847559
0.172,2.448350671
0.173,2.442681184
0.174,2.434867458
0.175,2.424942564
0.176,2.412944215
0.177,2.398914678
0.178,2.382900681
0.179,2.36495331
0.18,2.345127896
0.181,2.323483891
0.182,2.300084734
0.183,2.274997715
0.184,2.248293821
0.185,2.22004758
0.186,2.190336898
0.187,2.159242881
0.188,2.126849657
0.189,2.093244191
0.19,2.058516091
0.191,2.022757406
0.192,1.986062426
0.193,1.94852747
0.194,1.910250672
0.195,1.871331765
0.196,1.831871857
0.197,1.791973209
0.198,1.751739005
0.199,1.711273128
0.2,1.670679921
0.201,1.630063963
0.202,1.589529835
0.203,1.549181885
0.204,1.509123998
0.205,1.469459365
0.206,1.430290257
0.207,1.391717792
0.208,1.353841714
0.209,1.316760174
0.21,1.280569505
0.211,1.245364017
0.212,1.211235778
0.213,1.178274419
0.214,1.146566928
0.215,1.116197459
0.216,1.087247148
0.217,1.059793927
0.218,1.033912358
0.219,1.009673462
0.22,0.987144562
0.221,0.966389137
0.222,0.947466677
0.223,0.930432554
0.224,0.915337897
0.225,0.90222948
0.226,0.891149616
0.227,0.882136066
0.228,0.875221953
0.229,0.870435689
0.23,0.867800914
0.231,0.867336438
0.232,0.869056207
0.233,0.872969265
0.234,0.879079738
0.235,0.887386825
0.236,0.897884796
0.237,0.91056301
0.238,0.925405936
0.239,0.942393185
0.24,0.96149956
0.241,0.98269511
0.242,1.005945195
0.243,1.031210567
0.244,1.058447451
0.245,1.087607649
0.246,1.118638643
0.247,1.151483711
0.248,1.186082056
0.249,1.22236894
0.25,1.260275827
0.251,1.299730534
0.252,1.340657395
0.253,1.382977427
0.254,1.426608504
0.255,1.471465541
0.256,1.517460684
0.257,1.564503503
0.258,1.612501195
0.259,1.661358786
0.26,1.710979348
0.261,1.761264209
0.262,1.812113176
0.263,1.863424754
0.264,1.915096374
0.265,1.967024621
0.266,2.019105461
0.267,2.071234475
0.268,2.123307088
0.269,2.175218805
0.27,2.22686544
0.271,2.278143348
0.272,2.328949657
0.273,2.379182494
0.274,2.428741212
0.275,2.477526615
0.276,2.525441178
0.277,2.57238926
0.278,2.618277321
0.279,2.66301413
0.28,2.706510963
0.281,2.748681803
0.282,2.789443533
0.283,2.828716116
0.284,2.866422777
0.285,2.902490172
0.286,2.936848551
0.287,2.96943191
0.288,3.000178144
0.289,3.02902918
0.29,3.055931107
0.291,3.080834297
0.292,3.103693515
0.293,3.124468019
0.294,3.143121648
0.295,3.15962291
0.296,3.173945042
0.297,3.186066078
0.298,3.195968895
0.299,3.203641247
0.3,3.209075799
0.301,3.212270139
0.302,3.213226786
0.303,3.211953182
0.304,3.208461679
0.305,3.202769506
0.306,3.194898738
0.307,3.184876241
0.308,3.172733617
0.309,3.158507132
0.31,3.142237633
0.311,3.123970463
0.312,3.103755355
0.313,3.081646328
0.314,3.057701558
0.315,3.031983258
0.316,3.004557536
0.317,2.975494248
0.318,2.944866843
0.319,2.912752201
0.32,2.879230464
0.321,2.844384854
0.322,2.808301491
0.323,2.771069203
0.324,2.732779326
0.325,2.693525504
0.326,2.653403479
0.327,2.612510881
0.328,2.570947008
0.329,2.528812609
0.33,2.486209659
0.331,2.443241133
0.332,2.400010776
0.333,2.356622875
0.334,2.313182028
0.335,2.269792907
0.336,2.226560033
0.337,2.183587537
0.338,2.140978936
0.339,2.098836897
0.34,2.057263012
0.341,2.016357573
0.342,1.976219348
0.343,1.936945363
0.344,1.898630688
0.345,1.861368221
0.346,1.825248488
0.347,1.790359439
0.348,1.756786252
0.349,1.724611146
0.35,1.693913199
0.351,1.664768169
0.352,1.637248331
0.353,1.611422312
0.354,1.587354942
0.355,1.565107109
0.356,1.544735623
0.357,1.526293091
0.358,1.509827801
0.359,1.495383614
0.36,1.482999867
0.361,1.472711286
0.362,1.464547908
0.363,1.458535015
0.364,1.454693079
0.365,1.453037716
0.366,1.453579651
0.367,1.456324695
0.368,1.461273731
0.369,1.468422714
0.37,1.47776268
0.371,1.489279763
0.372,1.502955229
0.373,1.518765518
0.374,1.536682295
0.375,1.556672512
0.376,1.578698485
0.377,1.602717974
0.378,1.628684278
0.379,1.656546343
0.38,1.686248868
0.381,1.717732433
0.382,1.750933631
0.383,1.785785207
0.384,1.822216208
0.385,1.860152142
0.386,1.899515142
0.387,1.940224138
0.388,1.98219504
0.389,2.025340924
0.39,2.069572223
0.391,2.114796929
0.392,2.160920796
0.393,2.207847548
0.394,2.255479094
0.395,2.303715749
0.396,2.35245645
0.397,2.401598984
0.398,2.451040214
0.399,2.500676308
0.4,2.550402972
0.401,2.600115677
0.402,2.649709895
0.403,2.699081331
0.404,2.748126153
0.405,2.796741223
0.406,2.844824327
0.407,2.892274403
0.408,2.938991761
0.409,2.984878311
0.41,3.029837776
0.411,3.073775908
0.412,3.116600696
0.413,3.158222571
0.414,3.198554607
0.415,3.237512711
0.416,3.275015811
0.417,3.310986038
0.418,3.345348896
0.419,3.378033429
0.42,3.408972379
0.421,3.438102333
0.422,3.46536387
0.423,3.490701686
0.424,3.51406472
0.425,3.535406268
0.426,3.554684086
0.427,3.571860485
0.428,3.586902413
0.429,3.59978153
0.43,3.610474269
0.431,3.618961893
0.432,3.62523053
0.433,3.629271211
0.434,3.631079884
0.435,3.630657428
0.436,3.628009646
0.437,3.623147259
0.438,3.616085874
0.439,3.606845959
0.44,3.595452789
0.441,3.581936393
0.442,3.566331493
0.443,3.548677416
0.444,3.529018017
0.445,3.507401577
0.446,3.483880695
0.447,3.458512175
0.448,3.431356897
0.449,3.402479682
0.45,3.371949151
0.451,3.339837569
0.452,3.306220688
0.453,3.271177576
0.454,3.234790445
0.455,3.197144464
0.456,3.158327576
0.457,3.118430296
0.458,3.077545516
0.459,3.035768296
0.46,2.993195653
